trial_id,participant_id,passage_id,domain,topic,source,disclosure_condition,trust_competence,trust_integrity,trust_benevolence,trust_overall,perceived_credibility,information_quality,fact_check_intention,source_guess_blind
T0400,AF0134,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.7,3.1,3.5,3.2,3.4,3.5,4.6,N/A
T0401,AF0134,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,2.4,2.9,2.4,2.5,2.5,2.2,4.9,N/A
T0402,AF0134,LEG_04,legal,South Africa Mining Charter,llm,blind,4.0,3.3,3.9,3.7,3.5,3.2,3.8,llm
T0403,AF0135,NEWS_04,news,East African Tech Startup Growth,human,disclosed,5.3,5.2,5.0,4.9,5.4,4.3,1.8,N/A
T0404,AF0135,SCI_03,science,Nile Basin Water Stress,human,blind,4.1,4.0,3.5,3.7,3.8,3.7,5.2,llm
T0405,AF0135,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.7,4.3,4.4,4.5,5.0,4.2,2.4,N/A
T0406,AF0136,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.2,2.9,2.4,2.4,2.5,2.4,5.2,N/A
T0407,AF0136,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.2,5.3,5.2,5.2,5.2,5.8,3.2,llm
T0408,AF0136,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.5,2.1,1.7,2.3,2.1,2.4,5.4,N/A
T0409,AF0137,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.6,4.4,4.7,4.4,4.6,4.3,3.2,N/A
T0410,AF0137,SCI_02,science,H3Africa Genomics Hypertension,human,blind,5.7,6.2,6.2,5.9,5.9,6.0,1.3,llm
T0411,AF0137,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.7,5.2,4.9,5.3,5.2,5.4,2.3,N/A
T0412,AF0138,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.1,3.4,2.8,2.9,2.5,2.1,3.9,N/A
T0413,AF0138,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,5.1,4.4,4.3,4.7,4.4,4.9,3.7,N/A
T0414,AF0138,LEG_01,legal,African Court Land Rights,llm,blind,6.3,6.1,6.2,5.8,5.8,5.6,1.4,human
T0415,AF0139,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.3,3.3,3.8,3.3,3.2,3.6,5.0,N/A
T0416,AF0139,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.6,4.3,4.8,4.8,5.3,5.1,3.4,llm
T0417,AF0139,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.8,4.4,5.0,4.8,4.8,4.7,2.2,N/A
T0418,AF0140,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.7,3.0,4.0,3.6,3.4,3.9,4.2,N/A
T0419,AF0140,SCI_03,science,Nile Basin Water Stress,llm,blind,4.9,5.2,5.2,5.0,4.7,5.1,2.9,llm
T0420,AF0140,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.5,1.8,2.4,2.3,2.2,2.8,5.4,N/A
T0421,AF0141,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.2,3.5,4.0,4.1,3.5,3.6,3.7,N/A
T0422,AF0141,SCI_03,science,Nile Basin Water Stress,human,blind,4.2,4.3,4.0,4.3,4.1,3.8,3.7,llm
T0423,AF0141,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.3,4.4,4.1,4.3,5.0,4.7,4.9,N/A
T0424,AF0142,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.0,4.2,3.9,4.0,4.2,4.8,3.9,N/A
T0425,AF0142,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.8,4.7,5.4,5.4,5.2,5.7,2.2,llm
T0426,AF0142,LEG_01,legal,African Court Land Rights,llm,disclosed,3.6,3.4,3.7,3.5,3.5,4.3,4.8,N/A
T0427,AF0143,NEWS_01,news,African Union Climate Summit,human,disclosed,5.7,5.8,5.6,5.8,6.1,6.5,1.0,N/A
T0428,AF0143,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.1,4.8,4.5,4.7,4.7,4.6,2.1,N/A
T0429,AF0143,LEG_03,legal,ICC African Union Jurisdiction,human,blind,3.9,3.5,3.4,3.5,3.6,2.9,3.6,llm
T0430,AF0144,NEWS_01,news,African Union Climate Summit,llm,blind,3.1,3.0,2.3,2.8,3.1,2.6,4.8,human
T0431,AF0144,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.8,2.7,2.4,2.7,2.8,2.8,4.1,N/A
T0432,AF0144,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.3,3.3,3.3,3.3,3.4,3.9,3.4,N/A
T0433,AF0145,NEWS_04,news,East African Tech Startup Growth,human,disclosed,6.2,6.2,5.2,5.6,6.0,5.2,1.4,N/A
T0434,AF0145,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.5,4.3,4.2,4.5,4.1,4.3,2.5,N/A
T0435,AF0145,LEG_01,legal,African Court Land Rights,human,blind,4.6,4.7,4.2,4.1,4.0,4.5,2.7,human
T0436,AF0146,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,5.2,5.1,5.1,5.0,5.2,4.7,3.9,N/A
T0437,AF0146,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.4,2.8,3.1,3.4,3.7,3.1,5.0,N/A
T0438,AF0146,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,3.6,4.2,3.5,3.7,3.2,4.2,5.1,llm
T0439,AF0147,NEWS_04,news,East African Tech Startup Growth,human,blind,4.7,4.5,3.9,4.2,4.8,4.9,4.6,llm
T0440,AF0147,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.9,3.5,4.4,3.8,4.3,3.4,4.6,N/A
T0441,AF0147,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.1,4.8,4.8,4.9,4.6,4.5,2.5,N/A
T0442,AF0148,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,2.8,2.8,2.9,2.6,3.0,1.8,4.4,N/A
T0443,AF0148,SCI_04,science,Off-Grid Solar Africa,llm,blind,5.9,6.4,5.9,5.9,5.7,5.7,1.1,llm
T0444,AF0148,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.9,2.8,2.7,2.8,3.0,3.3,5.4,N/A
T0445,AF0149,NEWS_01,news,African Union Climate Summit,human,disclosed,5.2,5.0,5.4,5.3,5.5,5.4,1.3,N/A
T0446,AF0149,SCI_04,science,Off-Grid Solar Africa,human,disclosed,6.3,6.5,6.4,6.3,5.9,6.5,1.2,N/A
T0447,AF0149,LEG_04,legal,South Africa Mining Charter,human,blind,5.3,5.3,5.1,5.0,5.2,5.0,3.3,llm
T0448,AF0150,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.3,2.3,2.7,2.5,2.9,2.6,2.7,N/A
T0449,AF0150,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.4,3.1,3.1,3.2,3.3,3.3,4.1,N/A
T0450,AF0150,LEG_01,legal,African Court Land Rights,llm,blind,5.3,4.9,5.7,5.1,5.7,5.4,3.2,human
T0451,AF0151,NEWS_03,news,Sahel Drought Food Security,human,disclosed,6.1,5.1,5.9,5.8,6.1,6.0,1.9,N/A
T0452,AF0151,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.9,5.5,6.0,5.8,5.9,5.3,3.0,N/A
T0453,AF0151,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,4.9,5.7,4.8,5.4,5.6,5.5,1.6,human
T0454,AF0152,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.3,4.3,4.0,4.0,4.0,4.3,3.7,N/A
T0455,AF0152,SCI_03,science,Nile Basin Water Stress,llm,blind,5.0,5.4,5.1,4.8,5.2,4.7,3.3,llm
T0456,AF0152,LEG_01,legal,African Court Land Rights,llm,disclosed,2.7,3.0,2.3,2.7,2.7,3.2,5.1,N/A
T0457,AF0153,NEWS_04,news,East African Tech Startup Growth,human,blind,3.9,4.0,3.9,4.0,4.0,3.4,3.6,human
T0458,AF0153,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,3.3,3.2,3.3,3.5,3.6,4.3,5.8,N/A
T0459,AF0153,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.0,4.6,4.5,4.9,5.0,4.9,1.8,N/A
T0460,AF0154,NEWS_01,news,African Union Climate Summit,llm,blind,5.3,5.6,5.4,5.5,5.5,5.3,1.5,human
T0461,AF0154,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,2.9,2.4,2.1,2.4,2.6,2.0,5.4,N/A
T0462,AF0154,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.1,3.1,2.6,3.1,3.2,3.1,4.9,N/A
T0463,AF0155,NEWS_04,news,East African Tech Startup Growth,human,blind,4.1,4.0,3.9,4.0,3.6,4.2,3.9,llm
T0464,AF0155,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.5,6.0,5.4,5.4,5.4,5.8,1.9,N/A
T0465,AF0155,LEG_01,legal,African Court Land Rights,human,disclosed,4.0,4.6,4.3,4.4,4.6,4.8,4.8,N/A
T0466,AF0156,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.4,3.7,3.6,3.6,3.7,4.0,4.7,N/A
T0467,AF0156,SCI_04,science,Off-Grid Solar Africa,llm,blind,6.4,5.8,5.2,5.8,5.7,5.7,1.0,human
T0468,AF0156,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.7,2.6,2.4,2.5,2.6,2.4,6.1,N/A
T0469,AF0157,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.5,3.7,3.6,3.4,3.2,3.5,4.6,N/A
T0470,AF0157,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.5,3.9,4.1,3.7,4.2,3.9,4.0,N/A
T0471,AF0157,LEG_04,legal,South Africa Mining Charter,human,blind,3.4,3.8,3.5,3.6,3.5,3.2,5.5,human
T0472,AF0158,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,2.8,1.5,2.5,2.5,2.7,3.1,5.6,N/A
T0473,AF0158,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,3.2,3.6,3.3,3.3,3.6,3.6,4.4,human
T0474,AF0158,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.5,2.0,2.5,2.2,1.6,2.1,6.3,N/A
T0475,AF0159,NEWS_01,news,African Union Climate Summit,human,blind,6.3,6.5,6.3,6.0,6.4,6.3,1.0,llm
T0476,AF0159,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,6.4,5.5,6.1,5.9,6.1,6.2,1.9,N/A
T0477,AF0159,LEG_01,legal,African Court Land Rights,human,disclosed,4.5,3.7,4.0,4.1,4.3,3.6,5.5,N/A
T0478,AF0160,NEWS_01,news,African Union Climate Summit,llm,disclosed,5.1,4.1,4.5,4.6,4.8,5.2,2.6,N/A
T0479,AF0160,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,4.1,4.1,3.9,4.0,3.8,3.9,3.9,N/A
T0480,AF0160,LEG_04,legal,South Africa Mining Charter,llm,blind,3.2,3.4,2.8,3.3,3.2,3.9,3.9,human
T0481,AF0161,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.2,4.0,3.9,3.9,4.0,4.5,4.1,N/A
T0482,AF0161,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.9,5.4,5.6,5.0,5.0,4.8,3.5,llm
T0483,AF0161,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.6,5.4,6.0,5.0,5.1,5.6,2.6,N/A
T0484,AF0162,NEWS_04,news,East African Tech Startup Growth,llm,blind,4.4,4.8,3.8,4.3,4.6,4.3,4.3,llm
T0485,AF0162,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,1.7,1.8,1.5,2.0,2.2,1.7,6.3,N/A
T0486,AF0162,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,2.6,2.2,1.9,2.2,2.3,1.7,6.1,N/A
T0487,AF0163,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.4,5.3,5.0,5.4,5.7,5.2,1.0,N/A
T0488,AF0163,SCI_03,science,Nile Basin Water Stress,human,disclosed,6.2,6.2,6.4,6.3,6.4,6.4,1.3,N/A
T0489,AF0163,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.2,4.0,3.4,3.5,3.5,3.6,2.9,llm
T0490,AF0164,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,1.1,1.3,1.0,1.0,1.1,1.3,6.7,N/A
T0491,AF0164,SCI_03,science,Nile Basin Water Stress,llm,blind,3.1,2.2,3.2,2.9,2.5,3.3,2.9,llm
T0492,AF0164,LEG_04,legal,South Africa Mining Charter,llm,disclosed,4.3,3.6,4.3,3.9,3.7,4.1,4.2,N/A
T0493,AF0165,NEWS_04,news,East African Tech Startup Growth,human,disclosed,6.2,6.5,6.7,6.1,6.2,6.1,2.2,N/A
T0494,AF0165,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.5,5.6,5.2,5.4,5.1,5.9,2.7,N/A
T0495,AF0165,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,3.6,3.1,2.9,3.1,3.0,3.5,5.6,llm
T0496,AF0166,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.6,2.9,3.8,3.4,3.2,3.4,3.8,N/A
T0497,AF0166,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.4,4.3,3.7,4.2,4.6,4.7,4.1,N/A
T0498,AF0166,LEG_04,legal,South Africa Mining Charter,llm,blind,3.8,3.9,3.7,3.6,3.9,3.9,4.8,human
T0499,AF0167,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.3,4.1,4.6,3.8,4.2,4.2,2.6,N/A
T0500,AF0167,SCI_03,science,Nile Basin Water Stress,human,disclosed,6.0,5.6,6.3,5.6,5.3,6.0,1.7,N/A
T0501,AF0167,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,6.1,5.5,6.4,6.0,5.7,6.7,1.0,llm
T0502,AF0168,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.4,3.9,3.4,3.3,3.6,4.0,4.8,N/A
T0503,AF0168,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.7,3.6,3.3,3.2,3.7,4.0,4.7,N/A
T0504,AF0168,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,4.1,4.1,3.5,3.9,3.8,3.9,2.7,llm
T0505,AF0169,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.4,4.1,2.9,3.8,3.5,3.9,3.9,N/A
T0506,AF0169,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.6,4.6,5.0,4.8,4.4,4.9,4.0,human
T0507,AF0169,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.8,4.3,4.4,4.6,4.6,5.2,3.9,N/A
T0508,AF0170,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,4.6,3.7,4.1,3.7,3.9,3.7,3.8,N/A
T0509,AF0170,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,5.3,5.1,5.4,5.4,5.2,5.2,2.7,llm
T0510,AF0170,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.9,2.7,2.5,2.9,3.3,2.5,4.8,N/A
T0511,AF0171,NEWS_01,news,African Union Climate Summit,human,blind,4.7,4.1,4.5,4.6,4.3,4.8,3.0,human
T0512,AF0171,SCI_03,science,Nile Basin Water Stress,human,disclosed,5.4,5.8,4.7,5.4,5.6,5.6,1.9,N/A
T0513,AF0171,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.9,3.9,3.4,4.1,4.2,4.0,1.7,N/A
T0514,AF0172,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.9,3.7,3.6,3.5,4.1,4.1,5.5,N/A
T0515,AF0172,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.4,4.0,4.7,4.4,4.4,4.6,3.0,N/A
T0516,AF0172,LEG_01,legal,African Court Land Rights,llm,blind,5.5,5.4,5.3,5.3,5.2,5.6,2.8,llm
T0517,AF0173,NEWS_01,news,African Union Climate Summit,human,disclosed,6.1,6.4,6.1,6.1,5.8,6.4,1.0,N/A
T0518,AF0173,SCI_03,science,Nile Basin Water Stress,human,blind,4.9,4.4,4.4,4.5,5.0,4.7,2.4,llm
T0519,AF0173,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.4,4.1,3.9,4.3,4.8,4.1,3.3,N/A
T0520,AF0174,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.2,2.8,2.8,2.8,2.4,3.4,6.2,N/A
T0521,AF0174,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,3.9,4.4,3.9,4.1,3.7,4.1,2.4,human
T0522,AF0174,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.3,2.7,3.1,3.1,3.1,3.4,5.5,N/A
T0523,AF0175,NEWS_03,news,Sahel Drought Food Security,human,blind,3.3,3.0,3.1,3.0,3.4,2.6,3.6,llm
T0524,AF0175,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.0,4.9,4.5,4.8,5.3,4.8,3.1,N/A
T0525,AF0175,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.5,5.0,4.3,4.7,4.3,4.7,2.3,N/A
T0526,AF0176,NEWS_01,news,African Union Climate Summit,llm,disclosed,2.6,2.9,2.2,2.7,2.3,2.7,4.5,N/A
T0527,AF0176,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.8,5.5,5.4,5.7,5.8,6.4,1.5,llm
T0528,AF0176,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.7,3.3,3.6,3.5,3.4,3.2,4.2,N/A
T0529,AF0177,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,6.7,6.4,6.2,6.4,6.5,6.0,1.1,N/A
T0530,AF0177,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.0,4.5,4.2,4.7,4.7,4.6,3.3,N/A
T0531,AF0177,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,5.3,5.7,5.3,5.7,5.8,5.1,2.2,human
T0532,AF0178,NEWS_02,news,AfCFTA Trade Progress,llm,blind,5.0,4.5,4.5,4.8,5.1,4.7,1.0,human
T0533,AF0178,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.5,3.8,3.9,3.9,4.3,4.3,5.8,N/A
T0534,AF0178,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.7,2.4,2.5,1.9,2.2,1.9,5.1,N/A
T0535,AF0179,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.4,4.9,4.6,4.9,4.8,5.3,2.2,N/A
T0536,AF0179,SCI_03,science,Nile Basin Water Stress,human,blind,6.1,6.7,5.9,6.2,6.6,6.5,1.0,llm
T0537,AF0179,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.5,3.2,3.1,3.4,3.2,3.1,2.7,N/A
T0538,AF0180,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.1,3.6,4.0,4.1,4.0,4.1,3.3,N/A
T0539,AF0180,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,2.9,2.3,2.8,2.7,2.3,2.9,5.6,N/A
T0540,AF0180,LEG_04,legal,South Africa Mining Charter,llm,blind,6.1,5.7,5.5,6.0,6.3,6.4,1.5,llm
T0541,AF0181,NEWS_03,news,Sahel Drought Food Security,human,disclosed,3.2,2.6,3.0,3.0,3.1,3.1,4.0,N/A
T0542,AF0181,SCI_03,science,Nile Basin Water Stress,human,disclosed,4.8,4.3,4.1,4.2,4.2,4.0,2.9,N/A
T0543,AF0181,LEG_01,legal,African Court Land Rights,human,blind,3.6,2.7,3.4,3.4,3.6,3.3,4.6,human
T0544,AF0182,NEWS_01,news,African Union Climate Summit,llm,blind,3.2,3.4,3.3,3.4,3.4,3.2,3.4,llm
T0545,AF0182,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.6,3.8,3.8,3.8,3.8,4.0,3.5,N/A
T0546,AF0182,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.6,1.9,1.9,1.8,1.2,1.4,7.0,N/A
T0547,AF0183,NEWS_01,news,African Union Climate Summit,human,blind,5.2,4.0,4.1,4.6,4.9,4.8,3.4,human
T0548,AF0183,SCI_03,science,Nile Basin Water Stress,human,disclosed,3.5,3.1,2.9,3.2,3.4,3.3,5.5,N/A
T0549,AF0183,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.2,4.8,4.4,4.4,4.1,4.7,3.6,N/A
T0550,AF0184,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.1,3.1,2.9,3.2,3.4,3.6,5.8,N/A
T0551,AF0184,SCI_03,science,Nile Basin Water Stress,llm,blind,5.1,4.9,5.0,5.0,4.6,5.7,2.0,llm
T0552,AF0184,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.8,3.9,3.5,3.9,3.8,4.5,6.1,N/A
T0553,AF0185,NEWS_01,news,African Union Climate Summit,human,blind,4.2,4.5,4.2,4.3,3.8,4.3,4.1,llm
T0554,AF0185,SCI_03,science,Nile Basin Water Stress,human,disclosed,4.3,4.6,4.5,4.4,4.7,4.5,3.1,N/A
T0555,AF0185,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.0,2.9,2.7,2.9,2.9,3.4,3.0,N/A
T0556,AF0186,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.2,3.3,3.1,3.3,3.3,3.8,3.7,N/A
T0557,AF0186,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,2.7,3.0,3.1,3.0,2.6,3.1,4.4,human
T0558,AF0186,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.4,2.8,2.1,2.3,2.4,2.3,7.0,N/A
T0559,AF0187,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.0,4.7,3.7,4.0,4.2,3.7,3.6,N/A
T0560,AF0187,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,5.4,5.1,4.4,4.9,5.1,5.8,3.2,human
T0561,AF0187,LEG_01,legal,African Court Land Rights,human,disclosed,5.2,5.9,5.2,5.4,5.9,5.7,2.3,N/A
T0562,AF0188,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.6,4.1,3.0,3.4,3.3,3.4,3.5,N/A
T0563,AF0188,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.2,2.8,2.3,2.5,2.6,5.1,N/A
T0564,AF0188,LEG_01,legal,African Court Land Rights,llm,blind,5.0,4.3,5.0,4.6,4.6,4.7,2.8,llm
T0565,AF0189,NEWS_01,news,African Union Climate Summit,human,blind,5.8,6.0,5.4,5.5,5.7,5.7,3.2,human
T0566,AF0189,SCI_03,science,Nile Basin Water Stress,human,disclosed,4.3,4.2,3.7,4.2,4.2,4.7,3.9,N/A
T0567,AF0189,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.9,3.6,3.4,3.7,3.5,4.2,4.1,N/A
T0568,AF0190,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.5,4.8,4.4,4.6,4.4,4.8,2.9,N/A
T0569,AF0190,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,3.3,3.9,3.4,3.7,3.8,3.3,4.0,human
T0570,AF0190,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,1.0,1.0,1.1,1.0,1.0,1.0,5.5,N/A
T0571,AF0191,NEWS_03,news,Sahel Drought Food Security,human,blind,5.4,5.1,4.7,5.3,5.6,5.1,1.3,llm
T0572,AF0191,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.0,4.4,4.1,4.0,3.5,4.1,3.8,N/A
T0573,AF0191,LEG_01,legal,African Court Land Rights,human,disclosed,6.1,5.6,5.3,5.5,5.6,6.0,2.0,N/A
T0574,AF0192,NEWS_01,news,African Union Climate Summit,llm,disclosed,5.0,5.2,5.5,5.1,5.1,5.2,3.1,N/A
T0575,AF0192,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.2,5.2,5.2,5.1,4.7,4.6,1.1,human
T0576,AF0192,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.1,3.3,3.3,3.2,3.4,3.7,4.6,N/A
T0577,AF0193,NEWS_02,news,AfCFTA Trade Progress,human,blind,5.4,5.1,5.2,5.2,5.5,4.7,1.7,llm
T0578,AF0193,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,3.5,3.0,3.0,3.5,3.6,3.5,3.1,N/A
T0579,AF0193,LEG_04,legal,South Africa Mining Charter,human,disclosed,3.4,3.3,3.5,3.5,4.0,3.9,4.1,N/A
T0580,AF0194,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,1.7,1.7,1.4,2.1,1.8,2.5,6.5,N/A
T0581,AF0194,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.4,3.1,3.4,3.1,3.7,2.9,4.0,N/A
T0582,AF0194,LEG_01,legal,African Court Land Rights,llm,blind,4.1,4.7,4.1,4.4,4.4,4.6,3.1,llm
T0583,AF0195,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.0,4.9,4.5,4.8,4.9,4.6,4.0,N/A
T0584,AF0195,SCI_03,science,Nile Basin Water Stress,human,blind,4.9,5.4,4.9,5.0,5.3,5.3,2.9,human
T0585,AF0195,LEG_04,legal,South Africa Mining Charter,human,disclosed,5.1,5.1,4.2,4.8,5.1,4.7,3.3,N/A
T0586,AF0196,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.9,3.8,3.4,3.6,3.5,3.4,4.4,N/A
T0587,AF0196,SCI_03,science,Nile Basin Water Stress,llm,blind,5.4,5.4,5.1,5.2,5.1,5.1,2.7,human
T0588,AF0196,LEG_01,legal,African Court Land Rights,llm,disclosed,2.5,2.1,2.2,2.3,2.5,1.8,4.9,N/A
T0589,AF0197,NEWS_01,news,African Union Climate Summit,human,disclosed,3.7,3.8,3.1,3.5,4.2,3.3,3.9,N/A
T0590,AF0197,SCI_04,science,Off-Grid Solar Africa,human,blind,5.7,5.0,4.7,5.2,4.8,5.7,3.0,llm
T0591,AF0197,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.1,4.9,5.5,4.9,5.0,4.9,3.4,N/A
T0592,AF0198,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.7,3.2,2.7,2.9,2.7,3.1,6.8,N/A
T0593,AF0198,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,5.6,5.7,5.2,5.2,4.8,5.4,2.4,human
T0594,AF0198,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,4.1,4.3,4.6,4.4,4.1,4.3,2.9,N/A
T0595,AF0199,NEWS_01,news,African Union Climate Summit,human,disclosed,5.1,4.9,4.9,5.1,5.5,5.6,3.3,N/A
T0596,AF0199,SCI_04,science,Off-Grid Solar Africa,human,blind,4.0,3.6,3.2,3.6,3.6,3.6,5.3,llm
T0597,AF0199,LEG_01,legal,African Court Land Rights,human,disclosed,5.2,5.1,4.9,5.3,5.7,5.4,2.1,N/A
T0598,AF0200,NEWS_03,news,Sahel Drought Food Security,llm,blind,3.5,4.0,4.3,3.9,3.9,3.9,5.5,llm
T0599,AF0200,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.0,2.0,2.4,2.3,2.1,2.2,5.3,N/A
